Provincia                 | Sector                    | 1_P  | 2_P  | 3_P  | 4_P  | 5_P  | 6_P  | 1_NP | 2_NP | 3_NP | 4_NP | 5_NP | 6_NP | Egresados | Anio
Buenos Aires             | Estatal                   | 731  | 684  | 654  | 569  | 401  | 117  | 238  | 189  | 142  | 50   | 93   | 0    | 565       | 2019

Buenos Aires             | Privado                   | 363  | 359  | 303  | 291  | 295  | 27   | 24   | 13   | 19   | 6    | 17   | 0    | 392       | 2019

Buenos Aires             | Estatal                   | 45   | 29   | 22   | 22   | 28   | 0    | 20   | 13   | 6    | 4    | 5    | 0    | 22        | 2019

Buenos Aires             | Estatal                   | 53   | 34   | 33   | 31   | 155  | 26   | 42   | 23   | 12   | 8    | 27   | 0    | 210       | 2019

Buenos Aires             | Estatal                   | 11   | 4    | 9    | 11   | 7    | 0    | 1    | 0    | 0    | 0    | 3    | 0    | 12        | 2019

Buenos Aires             | Estatal                   | 67   | 45   | 48   | 34   | 39   | 0    | 13   | 13   | 4    | 0    | 4    | 0    | 65        | 2019

Buenos Aires             | Estatal                   | 1764 | 1485 | 1283 | 1161 | 636  | 44   | 894  | 718  | 608  | 375  | 688  | 59   | 975       | 2019

Buenos Aires             | Privado                   | 1304 | 1157 | 1135 | 1058 | 1008 | 0    | 237  | 198  | 163  | 97   | 398  | 0    | 1484      | 2019

Buenos Aires             | Estatal                   | 82   | 98   | 72   | 53   | 52   | 15   | 24   | 8    | 20   | 5    | 13   | 0    | 73        | 2019

Buenos Aires             | Estatal                   | 128  | 147  | 135  | 90   | 120  | 11   | 13   | 7    | 18   | 14   | 12   | 0    | 148       | 2019

Buenos Aires             | Estatal                   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2019

Buenos Aires             | Estatal                   | 520  | 376  | 338  | 249  | 211  | 36   | 310  | 163  | 171  | 107  | 54   | 30   | 370       | 2019

Buenos Aires             | Privado                   | 179  | 164  | 118  | 77   | 67   | 0    | 13   | 5    | 7    | 3    | 29   | 0    | 127       | 2019

Buenos Aires             | Estatal                   | 44   | 25   | 23   | 16   | 9    | 7    | 27   | 16   | 7    | 4    | 1    | 0    | 15        | 2019

Buenos Aires             | Estatal                   | 278  | 223  | 185  | 165  | 138  | 11   | 331  | 191  | 148  | 82   | 122  | 3    | 221       | 2019

Buenos Aires             | Privado                   | 264  | 261  | 226  | 214  | 173  | 0    | 14   | 14   | 16   | 4    | 40   | 0    | 239       | 2019

Buenos Aires             | Estatal                   | 3906 | 3292 | 2701 | 2365 | 1822 | 200  | 2367 | 1376 | 1379 | 895  | 1199 | 126  | 2758      | 2019

Buenos Aires             | Privado                   | 1365 | 1281 | 1145 | 1087 | 866  | 0    | 214  | 164  | 164  | 67   | 457  | 0    | 1239      | 2019

Buenos Aires             | Estatal                   | 30   | 18   | 22   | 12   | 20   | 0    | 6    | 5    | 1    | 1    | 0    | 0    | 20        | 2019

Buenos Aires             | Estatal                   | 147  | 147  | 126  | 60   | 74   | 14   | 77   | 41   | 28   | 14   | 38   | 0    | 85        | 2019

Buenos Aires             | Privado                   | 108  | 89   | 78   | 87   | 73   | 1    | 0    | 0    | 2    | 0    | 3    | 0    | 85        | 2019

Buenos Aires             | Estatal                   | 68   | 66   | 50   | 43   | 25   | 0    | 27   | 21   | 29   | 9    | 34   | 0    | 32        | 2019

Buenos Aires             | Estatal                   | 4052 | 3402 | 2891 | 2307 | 1675 | 209  | 723  | 590  | 614  | 389  | 604  | 79   | 2536      | 2019

Buenos Aires             | Privado                   | 1495 | 1466 | 1295 | 1286 | 1025 | 69   | 159  | 141  | 142  | 99   | 358  | 13   | 1562      | 2019

Buenos Aires             | Estatal                   | 1534 | 1374 | 1306 | 1209 | 1000 | 169  | 784  | 509  | 517  | 332  | 449  | 57   | 1501      | 2019

Buenos Aires             | Privado                   | 1607 | 1415 | 1295 | 1142 | 1143 | 44   | 209  | 199  | 161  | 92   | 446  | 0    | 1749      | 2019

Buenos Aires             | Estatal                   | 42   | 23   | 27   | 29   | 33   | 4    | 12   | 2    | 1    | 0    | 2    | 1    | 38        | 2019

Buenos Aires             | Estatal                   | 83   | 69   | 68   | 44   | 43   | 10   | 35   | 20   | 27   | 13   | 20   | 0    | 59        | 2019

Buenos Aires             | Privado                   | 56   | 66   | 48   | 44   | 53   | 0    | 9    | 5    | 5    | 0    | 27   | 0    | 67        | 2019

Buenos Aires             | Estatal                   | 52   | 40   | 29   | 21   | 13   | 1    | 17   | 9    | 2    | 2    | 8    | 5    | 23        | 2019

Buenos Aires             | Estatal                   | 555  | 523  | 399  | 359  | 220  | 92   | 410  | 292  | 234  | 94   | 157  | 9    | 402       | 2019

Buenos Aires             | Privado                   | 329  | 310  | 259  | 253  | 199  | 0    | 20   | 19   | 14   | 10   | 44   | 0    | 270       | 2019

Buenos Aires             | Estatal                   | 75   | 59   | 47   | 43   | 31   | 3    | 15   | 2    | 6    | 7    | 5    | 0    | 36        | 2019

Buenos Aires             | Estatal                   | 640  | 599  | 526  | 485  | 414  | 73   | 388  | 240  | 219  | 97   | 161  | 13   | 554       | 2019

Buenos Aires             | Privado                   | 406  | 366  | 311  | 280  | 323  | 0    | 66   | 62   | 40   | 29   | 64   | 0    | 396       | 2019

Buenos Aires             | Estatal                   | 31   | 23   | 27   | 27   | 19   | 0    | 12   | 3    | 10   | 1    | 4    | 0    | 23        | 2019

Buenos Aires             | Estatal                   | 206  | 178  | 188  | 98   | 121  | 5    | 119  | 82   | 62   | 21   | 32   | 3    | 197       | 2019

Buenos Aires             | Privado                   | 46   | 46   | 50   | 49   | 48   | 0    | 10   | 16   | 14   | 10   | 0    | 0    | 83        | 2019

Buenos Aires             | Estatal                   | 62   | 47   | 45   | 42   | 51   | 2    | 19   | 12   | 4    | 1    | 6    | 0    | 55        | 2019

Buenos Aires             | Estatal                   | 338  | 315  | 239  | 223  | 204  | 16   | 104  | 62   | 72   | 26   | 27   | 0    | 307       | 2019

Buenos Aires             | Privado                   | 57   | 50   | 48   | 42   | 37   | 0    | 3    | 1    | 0    | 0    | 0    | 0    | 71        | 2019

Buenos Aires             | Estatal                   | 10   | 4    | 4    | 7    | 7    | 6    | 3    | 4    | 2    | 1    | 0    | 0    | 15        | 2019

Buenos Aires             | Estatal                   | 26   | 36   | 34   | 16   | 15   | 0    | 23   | 8    | 5    | 2    | 11   | 0    | 18        | 2019

Buenos Aires             | Estatal                   | 631  | 510  | 444  | 344  | 315  | 48   | 322  | 220  | 146  | 76   | 107  | 1    | 450       | 2019

Buenos Aires             | Privado                   | 57   | 58   | 44   | 35   | 46   | 0    | 7    | 10   | 7    | 2    | 12   | 0    | 75        | 2019

Buenos Aires             | Privado                   | 211  | 201  | 214  | 207  | 227  | 0    | 26   | 30   | 17   | 9    | 23   | 0    | 299       | 2019

Buenos Aires             | Estatal                   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2019

Buenos Aires             | Estatal                   | 57   | 69   | 55   | 43   | 44   | 0    | 0    | 6    | 5    | 0    | 0    | 0    | 44        | 2019

Buenos Aires             | Estatal                   | 2844 | 2321 | 2017 | 1702 | 1371 | 155  | 676  | 426  | 398  | 312  | 286  | 29   | 2090      | 2019

Buenos Aires             | Privado                   | 1895 | 1638 | 1593 | 1505 | 1247 | 0    | 109  | 104  | 101  | 89   | 315  | 0    | 1930      | 2019

Buenos Aires             | Estatal                   | 384  | 339  | 280  | 228  | 159  | 17   | 165  | 98   | 89   | 65   | 65   | 25   | 216       | 2019

Buenos Aires             | Privado                   | 28   | 27   | 31   | 35   | 26   | 0    | 0    | 1    | 0    | 0    | 1    | 0    | 33        | 2019

Buenos Aires             | Estatal                   | 555  | 513  | 288  | 230  | 157  | 33   | 421  | 305  | 250  | 122  | 163  | 17   | 334       | 2019

Buenos Aires             | Privado                   | 261  | 229  | 191  | 166  | 86   | 0    | 45   | 31   | 19   | 16   | 70   | 0    | 149       | 2019

Buenos Aires             | Estatal                   | 35   | 31   | 37   | 43   | 38   | 2    | 0    | 1    | 3    | 2    | 5    | 0    | 44        | 2019

Buenos Aires             | Estatal                   | 41   | 32   | 22   | 29   | 32   | 10   | 22   | 17   | 8    | 3    | 9    | 0    | 31        | 2019

Buenos Aires             | Privado                   | 65   | 53   | 62   | 73   | 69   | 7    | 15   | 12   | 11   | 9    | 11   | 0    | 84        | 2019

Buenos Aires             | Estatal                   | 57   | 48   | 48   | 34   | 43   | 9    | 4    | 12   | 0    | 0    | 3    | 0    | 38        | 2019

Buenos Aires             | Estatal                   | 3470 | 3096 | 2606 | 2302 | 1827 | 327  | 1939 | 1235 | 1258 | 838  | 729  | 155  | 2524      | 2019

Buenos Aires             | Privado                   | 2328 | 2136 | 2021 | 2024 | 1704 | 0    | 340  | 227  | 268  | 179  | 548  | 0    | 2471      | 2019

Buenos Aires             | Estatal                   | 30   | 33   | 31   | 24   | 18   | 0    | 12   | 7    | 2    | 3    | 10   | 0    | 20        | 2019

Buenos Aires             | Estatal                   | 428  | 336  | 263  | 242  | 222  | 52   | 102  | 99   | 69   | 23   | 38   | 29   | 279       | 2019

Buenos Aires             | Estatal                   | 27   | 30   | 22   | 23   | 11   | 2    | 4    | 5    | 6    | 0    | 6    | 0    | 19        | 2019

Buenos Aires             | Estatal                   | 34   | 31   | 31   | 23   | 33   | 5    | 13   | 3    | 3    | 1    | 0    | 2    | 29        | 2019

Buenos Aires             | Estatal                   | 37   | 36   | 20   | 27   | 21   | 4    | 16   | 8    | 10   | 2    | 7    | 0    | 31        | 2019

Buenos Aires             | Estatal                   | 81   | 81   | 75   | 54   | 49   | 7    | 54   | 20   | 27   | 6    | 31   | 0    | 68        | 2019

Buenos Aires             | Privado                   | 83   | 51   | 55   | 42   | 35   | 0    | 5    | 2    | 5    | 4    | 9    | 0    | 49        | 2019

Buenos Aires             | Estatal                   | 34   | 35   | 43   | 29   | 41   | 6    | 9    | 2    | 2    | 1    | 0    | 0    | 44        | 2019

Buenos Aires             | Estatal                   | 175  | 170  | 142  | 124  | 105  | 14   | 60   | 38   | 28   | 13   | 25   | 0    | 114       | 2019

Buenos Aires             | Estatal                   | 20   | 25   | 20   | 25   | 22   | 0    | 16   | 4    | 11   | 7    | 7    | 0    | 26        | 2019

Buenos Aires             | Estatal                   | 91   | 72   | 75   | 78   | 82   | 0    | 4    | 1    | 12   | 9    | 2    | 0    | 108       | 2019

Buenos Aires             | Estatal                   | 29   | 29   | 27   | 25   | 19   | 3    | 11   | 4    | 9    | 1    | 6    | 0    | 28        | 2019

Buenos Aires             | Estatal                   | 110  | 87   | 76   | 59   | 72   | 20   | 29   | 20   | 12   | 3    | 9    | 1    | 88        | 2019

Buenos Aires             | Privado                   | 80   | 85   | 71   | 64   | 58   | 0    | 6    | 5    | 8    | 6    | 17   | 0    | 79        | 2019

Buenos Aires             | Estatal                   | 40   | 51   | 29   | 30   | 34   | 8    | 23   | 2    | 9    | 3    | 3    | 0    | 50        | 2019

Buenos Aires             | Estatal                   | 247  | 169  | 175  | 148  | 152  | 62   | 66   | 41   | 37   | 11   | 59   | 0    | 204       | 2019

Buenos Aires             | Privado                   | 92   | 92   | 76   | 69   | 58   | 20   | 6    | 8    | 3    | 8    | 18   | 5    | 84        | 2019

Buenos Aires             | Estatal                   | 80   | 67   | 66   | 58   | 64   | 15   | 52   | 32   | 24   | 16   | 2    | 2    | 73        | 2019

Buenos Aires             | Estatal                   | 23   | 26   | 23   | 22   | 34   | 7    | 22   | 14   | 8    | 2    | 0    | 0    | 43        | 2019

Buenos Aires             | Estatal                   | 149  | 152  | 150  | 102  | 96   | 35   | 166  | 85   | 86   | 39   | 11   | 1    | 148       | 2019

Buenos Aires             | Privado                   | 99   | 74   | 72   | 74   | 69   | 0    | 10   | 1    | 3    | 2    | 8    | 0    | 83        | 2019

Buenos Aires             | Estatal                   | 40   | 40   | 33   | 27   | 23   | 0    | 15   | 9    | 14   | 5    | 18   | 0    | 25        | 2019

Buenos Aires             | Estatal                   | 158  | 155  | 133  | 96   | 92   | 19   | 87   | 53   | 24   | 14   | 23   | 0    | 124       | 2019

Buenos Aires             | Privado                   | 82   | 78   | 89   | 88   | 65   | 0    | 6    | 6    | 2    | 2    | 12   | 0    | 78        | 2019

Buenos Aires             | Estatal                   | 33   | 28   | 24   | 13   | 15   | 3    | 6    | 2    | 1    | 1    | 8    | 0    | 15        | 2019

Buenos Aires             | Estatal                   | 124  | 132  | 78   | 84   | 76   | 25   | 74   | 58   | 38   | 19   | 32   | 0    | 121       | 2019

Buenos Aires             | Privado                   | 73   | 84   | 69   | 67   | 62   | 0    | 0    | 1    | 1    | 3    | 12   | 0    | 87        | 2019

Buenos Aires             | Estatal                   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2019

Buenos Aires             | Estatal                   | 29   | 30   | 28   | 24   | 7    | 0    | 20   | 7    | 14   | 8    | 9    | 0    | 22        | 2019

Buenos Aires             | Estatal                   | 40   | 45   | 44   | 32   | 22   | 13   | 22   | 9    | 9    | 5    | 5    | 1    | 55        | 2019

Buenos Aires             | Estatal                   | 897  | 780  | 687  | 520  | 468  | 49   | 489  | 369  | 296  | 197  | 189  | 32   | 621       | 2019

Buenos Aires             | Privado                   | 702  | 698  | 593  | 518  | 468  | 22   | 77   | 69   | 87   | 56   | 201  | 3    | 720       | 2019

Buenos Aires             | Estatal                   | 622  | 538  | 395  | 370  | 392  | 54   | 533  | 444  | 374  | 236  | 334  | 13   | 611       | 2019

Buenos Aires             | Privado                   | 1776 | 1633 | 1452 | 1417 | 1334 | 42   | 213  | 198  | 174  | 129  | 498  | 30   | 2064      | 2019

Buenos Aires             | Estatal                   | 1426 | 1084 | 1081 | 915  | 658  | 54   | 1037 | 752  | 696  | 382  | 551  | 103  | 1067      | 2019

Buenos Aires             | Privado                   | 1639 | 1490 | 1450 | 1290 | 1171 | 0    | 260  | 227  | 181  | 110  | 574  | 0    | 1820      | 2019

Buenos Aires             | Estatal                   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2019

Buenos Aires             | Estatal                   | 786  | 610  | 708  | 388  | 395  | 113  | 477  | 317  | 248  | 182  | 254  | 14   | 578       | 2019

Buenos Aires             | Privado                   | 583  | 519  | 512  | 474  | 416  | 39   | 79   | 75   | 45   | 24   | 66   | 21   | 566       | 2019

Buenos Aires             | Estatal                   | 35   | 23   | 17   | 22   | 18   | 0    | 9    | 20   | 26   | 5    | 6    | 0    | 27        | 2019
