provincia,sector,promovidos_8,promovidos_9,promovidos_10,promovidos_11,promovidos_12,promovidos_1314,nopromo_8,nopromo_9,nopromo_10,nopromo_11,nopromo_12,nopromo_1314,secundaria_egresados
Buenos Aires,Estatal,84,66,78,81,66,0,5,9,4,2,0,0,84
Buenos Aires,Estatal,212,161,168,150,154,2,105,77,77,28,32,0,203
Buenos Aires,Privado,89,65,59,53,51,0,3,11,5,8,14,0,82
Buenos Aires,Estatal,86,88,88,59,52,4,4,0,7,4,6,0,67
Buenos Aires,Estatal,417,383,306,261,239,42,83,63,59,18,19,4,358
Buenos Aires,Privado,129,119,120,94,101,0,0,4,4,5,20,0,116
Buenos Aires,Estatal,33,24,26,22,29,0,5,2,2,1,0,0,30
Buenos Aires,Estatal,139,141,89,77,83,2,13,9,17,9,24,4,124
Buenos Aires,Estatal,37,30,26,26,18,1,0,1,1,2,4,0,21
Buenos Aires,Estatal,45,30,42,29,19,2,11,10,13,10,17,1,25
Buenos Aires,Estatal,18,10,13,12,10,5,6,6,0,2,2,0,28
Buenos Aires,Estatal,69,38,55,43,40,7,15,20,10,10,17,0,45
Buenos Aires,Estatal,3254,3050,2763,2450,1705,93,1698,1133,1090,649,996,71,2555
Buenos Aires,Privado,2286,2126,1959,1823,1703,10,142,138,121,85,385,13,2228
Buenos Aires,Estatal,9,9,7,4,13,0,15,5,5,3,2,0,17
Buenos Aires,Estatal,154,122,89,66,74,22,141,93,91,27,27,1,170
Buenos Aires,Estatal,1603,1490,1421,1126,825,215,1507,966,941,493,655,65,1320
Buenos Aires,Privado,1379,1312,1178,1099,980,0,170,133,147,91,321,0,1407
Buenos Aires,Estatal,26,24,15,9,14,0,3,1,2,2,0,0,16
Buenos Aires,Estatal,286,204,210,132,123,10,52,54,59,32,28,8,167
Buenos Aires,Estatal,28,30,13,19,8,3,1,0,2,0,3,0,15
Buenos Aires,Estatal,667,519,634,521,376,35,124,71,83,35,23,0,399
Buenos Aires,Privado,281,237,242,262,189,0,12,19,14,1,33,0,262
Buenos Aires,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Buenos Aires,Estatal,1685,1509,1633,1408,1169,136,897,672,652,302,403,52,1549
Buenos Aires,Privado,923,866,827,721,660,23,73,72,82,69,180,24,869
Buenos Aires,Estatal,41,34,25,19,17,0,9,9,4,0,5,0,20
Buenos Aires,Estatal,422,396,394,339,290,41,96,43,86,26,81,13,316
Buenos Aires,Privado,27,35,58,59,55,6,3,4,8,1,15,0,71
Buenos Aires,Privado,36,33,32,28,22,0,0,1,0,0,1,0,38
Buenos Aires,Estatal,69,58,45,51,23,1,5,5,7,6,22,2,29
Buenos Aires,Estatal,217,207,157,140,154,50,86,69,54,27,32,10,213
Buenos Aires,Privado,93,93,94,85,81,0,3,5,5,2,8,0,107
Buenos Aires,Estatal,9,13,13,17,9,0,4,0,2,0,4,0,11
Buenos Aires,Estatal,176,154,157,145,124,22,56,38,51,23,22,3,159
Buenos Aires,Estatal,2559,2353,1963,1785,1368,164,928,826,787,494,683,114,1978
Buenos Aires,Privado,1423,1348,1212,1104,1054,23,175,143,142,112,327,0,1460
Buenos Aires,Estatal,622,586,527,406,331,85,466,255,286,145,144,1,446
Buenos Aires,Privado,189,190,135,140,139,0,17,9,18,7,24,0,163
Buenos Aires,Estatal,23,34,36,25,18,0,3,4,4,1,0,0,26
Buenos Aires,Estatal,185,183,188,157,114,8,84,70,68,28,55,0,181
Buenos Aires,Privado,49,34,51,51,47,0,26,24,22,22,18,0,71
Buenos Aires,Estatal,20,35,29,24,14,0,7,3,9,0,8,0,27
Buenos Aires,Estatal,300,245,265,222,217,14,105,60,39,29,58,0,291
Buenos Aires,Privado,99,108,77,60,43,0,17,8,7,5,38,0,60
Buenos Aires,Estatal,95,74,54,56,40,4,17,22,13,4,13,1,48
Buenos Aires,Estatal,271,276,224,155,151,34,90,105,102,39,68,33,168
Buenos Aires,Privado,81,70,63,62,57,0,3,3,1,0,15,0,70
Buenos Aires,Estatal,58,55,42,38,30,11,24,9,8,5,7,0,67
Buenos Aires,Estatal,848,760,712,652,671,76,331,294,279,144,128,1,899
Buenos Aires,Privado,316,280,273,258,217,27,20,23,24,32,52,7,294
Buenos Aires,Estatal,88,65,60,70,45,6,21,17,12,2,9,0,48
Buenos Aires,Estatal,741,648,492,400,309,21,248,221,172,79,83,23,434
Buenos Aires,Privado,179,161,157,134,69,0,16,7,16,9,44,0,117
Buenos Aires,Estatal,6,5,1,6,5,0,2,1,0,0,5,0,6
Buenos Aires,Estatal,112,102,87,105,84,4,31,17,66,13,27,12,124
Buenos Aires,Estatal,52,54,47,28,25,1,11,1,3,0,1,0,27
Buenos Aires,Estatal,137,143,141,117,144,20,91,64,61,22,6,0,153
Buenos Aires,Estatal,32,28,38,20,18,0,3,7,4,2,10,0,21
Buenos Aires,Estatal,61,68,68,59,44,3,27,19,13,8,12,0,58
Buenos Aires,Estatal,16,6,8,4,6,0,1,0,1,3,0,0,6
Buenos Aires,Estatal,238,171,116,103,78,10,32,28,25,9,23,0,133
Buenos Aires,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Buenos Aires,Estatal,63,94,66,60,41,0,6,17,11,5,16,0,50
Buenos Aires,Estatal,27,20,10,11,8,0,0,1,0,1,2,0,11
Buenos Aires,Estatal,431,377,374,360,334,24,97,64,56,15,34,9,350
Buenos Aires,Privado,78,81,68,66,69,0,7,3,2,0,0,0,71
Buenos Aires,Estatal,315,264,210,185,153,57,90,91,59,39,59,0,227
Buenos Aires,Privado,144,114,128,113,114,0,8,4,11,11,35,0,137
Buenos Aires,Estatal,35,17,26,15,14,4,1,6,1,2,2,0,23
Buenos Aires,Estatal,516,437,467,425,322,14,260,168,156,75,86,8,445
Buenos Aires,Privado,210,191,174,150,160,0,1,7,1,2,0,0,187
Buenos Aires,Estatal,12,18,7,7,9,0,1,1,0,0,0,0,10
Buenos Aires,Estatal,164,136,126,109,112,5,61,74,65,33,32,0,146
Buenos Aires,Privado,115,114,94,88,64,0,8,12,8,1,14,0,72
Buenos Aires,Estatal,35,30,28,21,21,16,13,11,8,6,6,2,49
Buenos Aires,Estatal,501,509,477,382,355,64,183,158,181,130,143,0,465
Buenos Aires,Privado,144,126,102,124,117,55,18,18,14,13,8,0,160
Buenos Aires,Estatal,26,17,21,17,21,0,2,3,5,4,4,0,22
Buenos Aires,Estatal,114,86,62,52,57,17,18,15,14,5,14,0,62
Buenos Aires,Privado,35,29,47,43,43,6,0,1,6,1,2,0,45
Buenos Aires,Estatal,6,13,10,8,3,0,1,2,0,0,0,1,18
Buenos Aires,Estatal,153,154,142,92,82,25,34,28,26,17,32,0,112
Buenos Aires,Estatal,34,21,28,30,27,0,10,5,7,5,3,0,36
Buenos Aires,Estatal,270,307,219,219,156,18,71,71,39,15,45,2,226
Buenos Aires,Privado,104,75,81,63,87,0,6,3,4,2,11,0,118
Buenos Aires,Estatal,33,33,35,21,23,0,1,2,0,0,0,0,26
Buenos Aires,Estatal,138,118,110,105,117,19,17,26,20,14,9,0,135
Buenos Aires,Estatal,16,19,11,7,10,1,6,6,5,2,0,0,14
Buenos Aires,Estatal,223,204,198,207,154,5,43,22,45,24,52,0,221
Buenos Aires,Estatal,59,54,66,29,25,0,28,20,21,11,15,0,34
Buenos Aires,Estatal,109,98,98,107,77,0,40,50,34,22,51,0,100
Buenos Aires,Privado,450,467,403,379,323,63,51,43,30,18,66,2,518
Buenos Aires,Privado,1344,1168,1040,918,818,5,111,123,75,48,181,0,1212
Buenos Aires,Estatal,498,398,362,242,185,34,163,133,124,84,99,0,241
Buenos Aires,Privado,126,106,95,90,60,21,26,24,11,4,23,0,113
Buenos Aires,Estatal,1960,1602,1533,1348,1219,462,893,630,597,302,350,17,1603
Buenos Aires,Privado,1084,1014,838,743,713,4,158,103,80,47,237,9,1053
Buenos Aires,Estatal,2396,2192,1897,1693,1185,3,1231,876,936,597,766,18,1810
Buenos Aires,Privado,1012,952,834,838,668,8,77,73,77,42,172,4,922
Buenos Aires,Estatal,86,71,76,65,44,5,13,16,20,9,8,1,78
Buenos Aires,Estatal,182,173,134,115,84,21,45,35,42,24,34,0,111
Buenos Aires,Privado,121,105,105,96,73,0,14,5,11,3,33,0,115
Buenos Aires,Estatal,1817,1612,1191,1044,794,69,429,302,432,220,301,0,1338
Buenos Aires,Privado,678,605,499,478,385,61,59,54,47,23,124,2,549
Buenos Aires,Estatal,61,68,41,48,18,2,54,49,22,9,30,10,49
Buenos Aires,Estatal,3517,3081,2431,2077,1632,158,1456,952,1107,664,863,67,2423
Buenos Aires,Privado,1537,1414,1173,1217,836,15,161,187,144,72,364,28,1210
Buenos Aires,Estatal,14,17,9,5,5,4,6,3,2,0,1,0,12
Buenos Aires,Estatal,75,59,56,63,43,0,14,4,10,1,20,0,63
Buenos Aires,Estatal,5,10,5,6,4,0,4,1,2,0,1,0,5
Buenos Aires,Estatal,284,208,259,189,152,43,97,66,41,24,34,2,203
Buenos Aires,Privado,198,184,169,136,125,0,26,12,17,10,46,0,203
Buenos Aires,Estatal,26,23,25,13,2,0,3,4,3,1,0,0,2
Buenos Aires,Estatal,53,48,55,57,34,0,16,15,24,3,27,0,39
Buenos Aires,Estatal,7,10,6,4,3,0,0,0,0,0,0,0,3
Buenos Aires,Estatal,94,94,105,78,58,0,25,14,13,7,10,0,60
Buenos Aires,Privado,87,69,63,62,32,0,2,0,1,1,7,0,57
Buenos Aires,Estatal,23,22,15,16,9,0,1,5,20,0,10,0,12
Buenos Aires,Estatal,94,77,78,59,53,4,45,34,30,17,17,0,101
Buenos Aires,Estatal,29,34,34,26,25,2,4,4,3,3,2,1,36
Buenos Aires,Estatal,6,0,2,3,2,0,0,0,0,0,0,0,2
Buenos Aires,Estatal,288,232,212,149,139,20,85,61,47,48,73,36,187
Buenos Aires,Estatal,28,23,31,17,29,5,3,6,1,1,1,0,39
Buenos Aires,Estatal,125,113,94,97,61,1,31,34,29,15,14,0,83
Buenos Aires,Estatal,36,44,24,32,13,0,0,0,0,0,0,0,13
Buenos Aires,Estatal,115,109,75,63,57,28,47,58,49,15,29,0,71
Buenos Aires,Estatal,48,60,37,26,36,0,19,20,32,7,20,0,53
Buenos Aires,Estatal,25,30,20,25,10,0,14,1,4,0,1,0,20
Buenos Aires,Estatal,93,116,72,69,77,7,24,17,32,8,2,0,81
Buenos Aires,Estatal,32,51,31,35,30,0,8,2,4,3,7,0,36
Buenos Aires,Estatal,94,82,67,51,52,5,14,4,16,11,11,0,58
Buenos Aires,Estatal,91,100,93,64,49,0,69,45,24,17,33,0,73
Buenos Aires,Estatal,3013,2822,2717,2457,1924,185,1522,1033,999,497,905,175,2521
Buenos Aires,Privado,2933,2773,2451,2362,2025,35,210,172,193,80,455,7,2765
Buenos Aires,Estatal,59,50,20,18,16,0,4,6,0,2,5,0,19
Buenos Aires,Estatal,1027,939,912,755,492,65,419,311,287,138,178,20,673
Buenos Aires,Privado,286,292,277,267,178,0,67,21,35,20,56,0,275
Buenos Aires,Estatal,1785,1568,1420,1269,995,169,1194,861,657,418,453,101,1398
Buenos Aires,Privado,1402,1447,1241,1188,1028,78,178,141,177,93,390,22,1721
Buenos Aires,Estatal,26,15,10,7,8,3,5,8,5,1,3,0,17
Buenos Aires,Estatal,114,112,95,84,56,22,27,33,30,25,25,2,85
Buenos Aires,Estatal,66,61,61,52,57,1,16,6,13,4,4,2,68
Buenos Aires,Estatal,341,223,242,181,137,6,22,54,13,3,10,0,148
Buenos Aires,Estatal,50,41,36,34,38,2,1,3,3,6,2,0,45
Buenos Aires,Estatal,92,87,90,89,83,0,14,13,10,3,5,0,95
Buenos Aires,Estatal,7,9,11,6,7,2,4,2,2,1,0,0,13
Buenos Aires,Estatal,44,60,58,54,41,0,22,5,5,1,17,0,46
Buenos Aires,Estatal,877,939,780,685,590,85,316,268,366,199,317,61,814
Buenos Aires,Privado,695,662,531,493,423,63,49,33,39,16,107,1,719
Buenos Aires,Estatal,1059,937,786,696,478,49,364,301,302,219,418,9,658
Buenos Aires,Privado,779,715,668,616,514,21,45,55,43,25,118,0,832
Buenos Aires,Estatal,2388,1969,1620,1564,967,110,1094,826,758,391,766,76,1404
Buenos Aires,Privado,945,928,776,694,512,0,146,121,143,74,328,0,778
Buenos Aires,Estatal,26,37,26,28,26,0,11,9,10,9,7,0,29
Buenos Aires,Estatal,554,476,435,387,356,52,225,170,150,92,108,2,527
Buenos Aires,Privado,305,304,290,264,244,0,4,7,3,2,24,0,286
Buenos Aires,Estatal,702,577,515,425,377,108,334,302,258,125,236,0,553
Buenos Aires,Privado,267,245,220,215,140,0,5,4,14,6,22,0,183
Buenos Aires,Estatal,10748,9465,8083,7048,5434,531,3961,2713,2587,1612,2642,110,8041
Buenos Aires,Privado,5201,4906,4507,4100,3439,112,495,382,377,257,1226,31,4652
Buenos Aires,Estatal,20,25,19,12,10,0,0,0,0,0,0,0,13
Buenos Aires,Estatal,3890,3640,3422,2877,2519,247,1396,957,972,519,652,37,3450
Buenos Aires,Privado,2868,2560,2524,2227,2192,5,198,183,162,107,333,5,3044
Buenos Aires,Estatal,2484,2258,1924,1713,1308,152,1350,816,831,464,833,127,1893
Buenos Aires,Privado,1769,1626,1532,1345,1270,23,126,131,159,84,379,10,1749
Buenos Aires,Estatal,4,5,9,2,5,0,2,0,0,0,0,0,5
Buenos Aires,Estatal,144,118,103,102,64,7,43,30,20,9,6,1,78
Buenos Aires,Estatal,32,36,22,14,6,5,10,5,5,2,2,4,15
Buenos Aires,Estatal,202,189,133,124,69,20,86,48,55,23,54,0,102
Buenos Aires,Privado,74,60,51,37,31,0,1,5,9,5,11,0,50
Buenos Aires,Estatal,15,19,8,7,12,0,3,1,4,0,4,0,14
Buenos Aires,Estatal,132,99,83,71,64,4,42,59,45,5,24,0,94
Buenos Aires,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Buenos Aires,Estatal,65,66,55,44,36,3,13,11,12,4,8,1,46
Buenos Aires,Estatal,244,196,173,137,76,25,73,48,39,18,41,6,123
Buenos Aires,Privado,189,136,95,112,127,0,16,9,18,11,7,0,188
Buenos Aires,Estatal,69,73,46,58,67,11,19,16,12,1,5,0,84
Buenos Aires,Estatal,106,83,76,79,45,5,18,30,27,16,18,0,60
Buenos Aires,Estatal,77,51,41,40,46,4,16,18,16,2,1,1,59
Buenos Aires,Estatal,216,210,171,142,161,12,117,107,55,30,18,0,207
Buenos Aires,Privado,111,103,117,103,90,0,2,14,6,0,0,0,124
Buenos Aires,Estatal,3831,3390,3060,2448,1795,250,2032,1362,1436,934,1371,90,2840
Buenos Aires,Privado,3007,2622,2472,2250,1994,101,355,251,256,142,591,36,2988
Buenos Aires,Estatal,105,104,94,70,57,0,51,21,35,20,29,0,70
Buenos Aires,Estatal,606,536,502,400,364,0,203,203,204,98,87,0,565
Buenos Aires,Privado,391,340,356,316,322,16,16,18,5,6,32,7,384
Buenos Aires,Estatal,44,50,35,21,26,0,15,11,5,1,2,0,24
Buenos Aires,Estatal,222,190,153,134,106,46,18,15,24,6,12,0,142
Buenos Aires,Estatal,17,8,4,6,13,0,0,0,0,0,0,0,21
Buenos Aires,Estatal,54,81,78,77,36,0,10,3,3,0,7,0,53
Buenos Aires,Estatal,2067,1667,1396,1229,809,70,716,598,596,306,712,61,1297
Buenos Aires,Privado,1370,1288,1084,1055,913,0,145,90,106,50,355,0,1349
Buenos Aires,Estatal,90,71,63,51,43,9,19,4,10,8,12,5,65
Buenos Aires,Estatal,116,109,134,92,84,12,51,39,49,15,26,1,106
Buenos Aires,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Buenos Aires,Estatal,593,454,371,346,246,36,279,160,143,87,143,37,343
Buenos Aires,Privado,169,153,136,130,84,0,10,8,3,5,4,0,138
Buenos Aires,Estatal,37,31,24,16,13,4,21,31,14,5,0,4,20
Buenos Aires,Estatal,330,319,214,208,142,12,262,257,167,74,114,0,260
Buenos Aires,Privado,269,247,252,228,208,0,6,16,2,6,46,0,279
Buenos Aires,Estatal,4472,3838,3278,2692,2179,261,1765,1226,992,624,1023,157,3087
Buenos Aires,Privado,1490,1396,1229,1135,975,0,160,128,103,64,426,0,1316
Buenos Aires,Estatal,21,30,21,23,16,0,3,2,1,0,0,0,16
Buenos Aires,Estatal,204,180,141,141,61,13,16,25,34,12,29,0,75
Buenos Aires,Privado,53,38,41,26,42,0,0,1,1,1,5,0,55
Buenos Aires,Estatal,103,87,65,57,39,0,17,27,33,7,17,0,45
Buenos Aires,Estatal,3809,3496,3111,2764,1929,185,957,858,773,520,983,84,2808
Buenos Aires,Privado,1644,1539,1409,1371,1181,63,122,109,112,65,325,18,1591
Buenos Aires,Estatal,1783,1679,1550,1368,1075,213,733,573,573,312,610,135,1435
Buenos Aires,Privado,1745,1606,1393,1501,1176,45,187,201,190,118,391,20,1691
Buenos Aires,Estatal,34,29,34,29,20,4,20,7,0,0,1,4,34
Buenos Aires,Estatal,92,129,89,71,56,21,24,13,15,2,4,0,72
Buenos Aires,Privado,64,45,51,50,43,0,20,14,14,14,13,0,61
Buenos Aires,Estatal,35,38,38,22,17,4,19,10,7,4,13,0,24
Buenos Aires,Estatal,678,500,543,399,304,91,322,218,225,84,188,19,399
Buenos Aires,Privado,148,151,124,125,191,0,6,9,21,8,64,0,267
Buenos Aires,Estatal,57,52,50,38,36,1,14,7,15,5,7,0,47
Buenos Aires,Estatal,770,761,718,612,543,68,214,179,148,76,94,4,751
Buenos Aires,Privado,426,391,349,333,300,0,37,29,28,11,50,0,409
Buenos Aires,Estatal,25,28,17,24,31,0,9,4,6,0,3,0,33
Buenos Aires,Estatal,194,175,150,157,145,9,120,80,82,35,14,0,192
Buenos Aires,Privado,73,50,49,63,63,0,4,9,18,5,0,0,118
Buenos Aires,Estatal,91,58,60,53,46,4,15,12,10,3,7,2,58
Buenos Aires,Estatal,358,310,311,255,218,14,93,79,80,30,18,1,308
Buenos Aires,Privado,48,56,50,58,38,0,0,3,0,1,1,0,75
Buenos Aires,Estatal,13,10,7,8,8,3,5,4,1,0,0,0,11
Buenos Aires,Estatal,33,22,42,24,17,0,13,3,11,4,3,0,20
Buenos Aires,Estatal,645,513,454,391,296,50,357,262,191,75,83,5,500
Buenos Aires,Privado,85,70,57,47,61,0,16,16,13,8,2,0,97
Buenos Aires,Privado,285,297,286,249,219,0,9,21,14,6,28,0,272
Buenos Aires,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Buenos Aires,Estatal,56,66,71,54,41,0,0,1,0,0,0,0,45
Buenos Aires,Estatal,2585,2416,2250,1789,1451,135,549,415,411,306,364,69,2162
Buenos Aires,Privado,1903,1839,1611,1621,1380,0,104,102,119,67,350,0,1997
Buenos Aires,Estatal,389,391,306,237,164,23,127,90,73,43,107,23,184
Buenos Aires,Privado,55,25,31,26,23,0,0,0,2,0,0,0,39
Buenos Aires,Estatal,733,639,445,420,192,25,500,246,233,104,188,10,318
Buenos Aires,Privado,277,189,197,177,104,0,21,41,17,12,75,0,169
Buenos Aires,Estatal,40,42,34,39,40,2,1,3,2,3,0,1,47
Buenos Aires,Estatal,56,50,25,25,31,10,5,6,10,4,4,1,28
Buenos Aires,Privado,77,44,62,67,61,1,5,14,5,9,14,2,72
Buenos Aires,Estatal,22,22,188,21,15,0,3,6,1,0,7,0,17
Buenos Aires,Estatal,3637,3299,3158,2852,1910,342,1911,1305,1398,1044,959,186,2687
Buenos Aires,Privado,2260,2080,2033,1958,1924,0,358,299,299,225,325,0,2754
Buenos Aires,Estatal,26,28,22,32,20,0,21,14,12,5,0,0,39
Buenos Aires,Estatal,330,306,273,201,193,73,98,93,81,36,72,8,241
Buenos Aires,Estatal,16,22,18,23,21,0,3,4,4,0,9,1,28
Buenos Aires,Estatal,10,20,10,10,10,5,10,4,2,2,1,3,5
Buenos Aires,Estatal,42,39,31,25,29,1,10,3,13,3,7,0,36
Buenos Aires,Estatal,101,65,83,61,43,6,18,25,26,16,23,0,59
Buenos Aires,Privado,77,74,54,55,37,0,0,3,4,1,7,0,55
Buenos Aires,Estatal,46,27,36,39,27,5,7,5,0,2,0,0,36
Buenos Aires,Estatal,248,186,164,155,96,17,29,35,15,9,44,1,125
Buenos Aires,Estatal,25,17,24,16,20,0,8,7,13,12,7,0,21
Buenos Aires,Estatal,169,138,118,96,85,6,11,14,26,7,15,1,91
Buenos Aires,Estatal,22,27,32,30,27,3,15,2,5,1,3,0,37
Buenos Aires,Estatal,84,84,62,59,38,22,30,27,29,14,19,7,64
Buenos Aires,Privado,95,58,57,56,63,0,2,8,12,7,19,0,115
Buenos Aires,Estatal,60,34,35,28,35,8,19,9,10,2,2,0,51
Buenos Aires,Estatal,339,240,186,170,147,68,85,46,57,18,45,13,182
Buenos Aires,Privado,99,75,82,79,55,25,0,3,2,2,15,5,95
Buenos Aires,Estatal,106,92,64,58,56,16,26,17,9,2,0,1,75
Buenos Aires,Estatal,58,37,45,36,42,13,17,17,2,1,0,0,56
Buenos Aires,Estatal,229,156,165,150,101,19,100,75,88,33,50,0,145
Buenos Aires,Privado,112,106,73,54,72,0,1,7,4,7,6,0,94
Buenos Aires,Estatal,50,42,44,26,26,0,8,7,9,3,14,0,29
Buenos Aires,Estatal,213,196,185,133,101,24,32,22,22,10,25,0,118
Buenos Aires,Privado,107,81,87,87,93,0,1,4,3,4,0,0,101
Buenos Aires,Estatal,22,23,19,15,9,9,7,3,1,5,3,0,18
Buenos Aires,Estatal,156,129,118,102,85,22,35,62,58,15,41,0,130
Buenos Aires,Privado,89,73,76,64,62,0,0,0,2,4,0,0,92
Buenos Aires,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Buenos Aires,Estatal,57,35,38,25,25,0,1,4,19,7,8,0,48
Buenos Aires,Estatal,36,40,40,28,26,11,29,18,11,12,13,0,32
Buenos Aires,Estatal,770,694,659,586,403,52,384,384,266,180,253,21,675
Buenos Aires,Privado,669,581,619,537,449,20,90,63,112,66,138,10,781
Buenos Aires,Estatal,898,949,793,619,486,25,502,368,464,239,314,29,786
Buenos Aires,Privado,1803,1719,1477,1496,1264,44,149,128,189,91,373,30,2075
Buenos Aires,Estatal,1546,1313,1182,973,693,94,894,723,730,401,708,73,1117
Buenos Aires,Privado,1671,1600,1494,1431,1091,0,196,175,148,128,649,0,1674
Buenos Aires,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Buenos Aires,Estatal,830,775,639,469,368,132,442,300,311,201,270,17,702
Buenos Aires,Privado,640,526,501,482,434,42,66,51,61,48,51,26,612
Buenos Aires,Estatal,32,30,30,26,26,0,19,15,18,13,12,0,31
Buenos Aires,Estatal,554,515,482,436,359,30,178,168,146,77,83,5,470
Buenos Aires,Privado,149,144,117,112,113,3,5,7,20,7,15,0,130
Buenos Aires,Estatal,62,50,34,11,15,0,11,5,6,8,9,0,17
Buenos Aires,Estatal,785,694,553,488,341,67,337,217,219,125,184,14,478
Buenos Aires,Privado,149,146,140,135,116,19,10,9,19,7,21,9,136
Buenos Aires,Estatal,6,7,7,3,6,0,6,3,1,1,2,0,7
Buenos Aires,Estatal,52,23,39,23,24,0,38,29,20,11,8,0,31
Buenos Aires,Privado,63,34,35,33,23,0,4,7,8,5,13,0,37
Buenos Aires,Estatal,117,136,126,90,72,37,19,6,5,7,9,3,100
Buenos Aires,Estatal,805,789,757,649,582,113,261,213,301,113,188,23,775
Buenos Aires,Privado,386,358,312,297,397,0,16,11,0,3,12,0,432
Buenos Aires,Estatal,8,11,4,7,3,0,0,0,0,0,0,0,3
Buenos Aires,Estatal,105,110,93,83,64,0,8,10,5,3,5,0,82
Buenos Aires,Estatal,5,6,9,7,5,0,4,0,3,1,1,0,7
Buenos Aires,Estatal,2135,1952,1713,1362,1029,217,1086,746,597,354,491,59,1425
Buenos Aires,Privado,1686,1420,1308,1295,1027,30,132,116,134,68,346,8,1625
Buenos Aires,Estatal,19,31,24,15,18,0,1,5,3,2,7,0,30
Buenos Aires,Estatal,27,25,29,29,17,0,11,5,7,4,6,0,21
Buenos Aires,Estatal,101,58,73,62,67,5,16,17,15,3,11,1,90
Buenos Aires,Estatal,13,10,6,6,4,0,0,1,0,0,5,0,5
Buenos Aires,Estatal,436,385,308,256,226,2,162,84,90,41,45,9,277
Buenos Aires,Privado,128,104,105,96,78,0,3,16,11,4,4,0,155
Buenos Aires,Estatal,37,39,16,18,8,4,8,12,6,3,10,3,18
Buenos Aires,Estatal,311,286,264,204,138,31,124,79,87,41,110,11,198
Buenos Aires,Privado,160,144,140,140,105,0,12,7,8,8,21,0,139
Buenos Aires,Estatal,1309,1256,1159,904,786,117,560,451,465,236,275,58,1096
Buenos Aires,Privado,1427,1342,1299,1174,1123,238,140,126,119,45,267,0,1580
Buenos Aires,Estatal,17,15,10,3,12,9,1,2,2,1,0,0,21
Buenos Aires,Estatal,99,80,84,67,51,37,5,9,3,2,2,0,101
Buenos Aires,Estatal,502,475,595,494,413,40,319,182,237,118,142,46,578
Buenos Aires,Privado,1535,1384,1311,1269,1092,52,89,94,94,58,293,0,1667
Buenos Aires,Estatal,249,239,217,195,80,0,127,128,92,50,108,0,132
Buenos Aires,Privado,137,124,117,121,86,16,16,5,9,5,24,10,133
Buenos Aires,Estatal,50,38,43,37,43,0,14,6,7,3,8,0,47
Buenos Aires,Estatal,229,217,163,123,148,11,143,65,91,22,52,0,213
Buenos Aires,Estatal,47,37,38,33,51,21,8,10,2,1,0,0,85
Buenos Aires,Estatal,1020,877,834,674,560,318,387,348,291,171,175,51,757
Buenos Aires,Privado,391,330,267,290,286,13,28,23,30,30,12,0,378
Catamarca,Estatal,36,38,40,38,43,0,8,6,6,9,2,0,60
Catamarca,Estatal,28,27,21,36,16,0,9,5,1,1,2,0,22
Catamarca,Estatal,79,68,55,69,70,0,13,7,12,6,12,0,80
Catamarca,Estatal,83,70,91,74,75,45,58,31,21,19,22,0,159
Catamarca,Estatal,12,16,19,11,11,0,3,3,3,3,8,0,16
Catamarca,Estatal,123,126,86,70,68,0,23,23,15,20,49,0,119
Catamarca,Estatal,98,80,139,98,96,20,42,26,19,14,18,2,161
Catamarca,Estatal,140,104,56,56,42,3,50,36,11,17,24,2,82
Catamarca,Estatal,43,33,28,42,51,0,30,22,10,14,26,0,64
Catamarca,Estatal,586,557,546,528,443,85,630,443,274,161,260,7,801
Catamarca,Privado,428,389,359,386,428,0,98,87,68,60,88,0,778
Catamarca,Estatal,65,69,69,56,65,0,16,21,2,5,5,0,67
Catamarca,Privado,237,220,220,250,206,0,48,39,33,17,43,0,309
Catamarca,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Catamarca,Estatal,44,47,54,81,55,2,66,46,36,21,20,0,90
Catamarca,Estatal,93,86,76,90,56,0,16,13,12,12,29,0,86
Catamarca,Estatal,84,78,96,111,90,33,76,35,35,35,36,5,152
Catamarca,Estatal,54,52,38,49,28,26,5,1,1,3,2,0,59
Catamarca,Estatal,45,46,21,45,38,0,9,17,3,8,9,0,41
Catamarca,Estatal,74,64,76,78,71,12,0,2,5,0,0,1,87
Catamarca,Estatal,64,57,41,31,36,0,63,85,2,0,11,0,42
Catamarca,Estatal,75,89,114,131,120,28,98,64,123,60,57,24,225
Catamarca,Estatal,92,94,55,79,65,9,33,25,8,4,10,3,92
Catamarca,Estatal,8,3,61,75,79,0,0,0,6,6,1,0,89
Catamarca,Estatal,85,103,79,87,60,0,15,6,9,11,16,0,79
Catamarca,Estatal,116,134,168,161,151,8,50,25,28,19,0,17,201
Catamarca,Estatal,20,20,9,10,4,0,4,3,5,1,8,0,8
Catamarca,Estatal,97,116,201,191,157,0,90,30,32,9,35,0,236
Chaco,Estatal,48,41,56,37,37,0,13,20,11,7,12,0,45
